ref_key	running_id	citation	type	authors	year	title	links	sec	data_type	data_subtype	pattern_type	pattern_subtype	alg_name	algorithm	encoding	notes	mentions	html_ref	bib_string	flnk
fischer_sets_2019	54	Fischer and Vreeken (2019)	inproceedings	Jonas Fischer and Jilles Vreeken	2019	Sets of robust rules, and how to find them	<a href='https://doi.org/10.1007/978-3-030-46150-8_3'>doi:10.1007/978-3-030-46150-8_3</a>	4.4	tabular	binary	substructure	rules	<alg>Grab</alg>		indices over canonically ordered enumerations, universal code for integers, refined MDL, normalised maximum likelihood (NML)	Mining association rules from a transactional dataset that allow to reconstruct the data. Enable corrections.	p.19:4.4,p.19	"<span class='bib-block bib-label'><span class='bib-block bib-who'>Fischer, Jonas and Jilles Vreeken</span> (<span class='bib-block bib-when'>2019</span>)</span>. <span class='bib-block bib-entry'><span class='bib-block bib-what'>Sets of robust rules, and how to find them.</span>
In <em>Proceedings of the 25th <span class='bibtex-protected'>ACM</span> <span class='bibtex-protected'>SIGKDD</span> International Conference on Knowledge Discovery and Data Mining, <span class='bibtex-protected'>KDD</span>'19</em>, 38–54. \pubACM .
<span class='bib-block bib-lnks'><a href='https://doi.org/10.1007/978-3-030-46150-8_3'>doi:10.1007/978-3-030-46150-8_3</a>.</span></span>"	"@inproceedings{fischer_sets_2019,
    author = {Fischer, Jonas and Vreeken, Jilles},
    title = {Sets of Robust Rules, and How to Find Them},
    doi = {10.1007/978-3-030-46150-8_3},
    pages = {38--54},
    booktitle = {Proceedings of the 25th {ACM} {SIGKDD} International Conference on Knowledge Discovery and Data Mining, {KDD}'19},
    publisher = {\pubACM},
    year = {2019}
}"	=HYPERLINK("file:///home/egalbrun/TKTL/biblio/pdfs/FischerV19.pdf", "pdf")
proenca_discovering_2020	137	Proença, Grünwald, Bäck, and van Leeuwen (2020)	inproceedings	Hugo M. Proença, Peter D. Grünwald, Thomas Bäck, and Matthijs van Leeuwen	2020	Discovering outstanding subgroup lists for numeric targets using MDL		4.4	tabular	binary	substructure	rules	<alg>SSD++</alg> ‘Subgroup Set Discovery’	Separate-and-conquer greedy search.	refined MDL, Bayesian codes.	Mining rules for subgroup set discovery (SSD). Considering nominal and numerical attributes and a single numerical target. <task>Subgroup discovery (SD)</task>. Building on <rkey>proenca_interpretable_2020</rkey>. Conference version of <rkey>proenca_discovering_2021</rkey>.	p.19:4.4,p.19	"<span class='bib-block bib-label'><span class='bib-block bib-who'>Proen<span class='bibtex-protected'>ç</span>a, Hugo&nbsp;M., Peter&nbsp;D. Gr<span class='bibtex-protected'>ü</span>nwald, et al.</span> (<span class='bib-block bib-when'>2020</span>)</span>. <span class='bib-block bib-entry'><span class='bib-block bib-what'>Discovering outstanding subgroup lists for numeric targets using <span class='bibtex-protected'>MDL</span>.</span>
In <em>Proceedings of the European Conference on Machine Learning and Principles and Practice of Knowledge Discovery in Databases, <span class='bibtex-protected'>ECML</span>/<span class='bibtex-protected'>PKDD</span>'20</em>.</span>"	"@inproceedings{proenca_discovering_2020,
    author = {Proen\c{c}a, Hugo M. and Gr\'{u}nwald, Peter D. and B\'{a}ck, Thomas and {van Leeuwen}, Matthijs},
    title = {Discovering outstanding subgroup lists for numeric targets using {MDL}},
    booktitle = {Proceedings of the European Conference on Machine Learning and Principles and Practice of Knowledge Discovery in Databases, {ECML}/{PKDD}'20},
    year = {2020}
}"	=HYPERLINK("file:///home/egalbrun/TKTL/biblio/pdfs/ProencaGBvL20.pdf", "pdf")
proenca_interpretable_2020	139	Proença and van Leeuwen (2020a)	article	Hugo M. Proença and Matthijs van Leeuwen	2020	Interpretable multiclass classification by MDL-based rule lists	<a href='https://doi.org/10.1016/j.ins.2019.10.050'>doi:10.1016/j.ins.2019.10.050</a>	4.4	tabular	binary	substructure	rules	<alg>Classy</alg>	Separate-and-conquer greedy search.	prequential	Mining a list of probabilistic predictive rules given a transactional dataset and multiple target classes. <task>rule-based classification</task>. Journal version of <rkey>proenca_interpretable_2020-1</rkey>.	p.19:4.4,p.19,p.39	"<span class='bib-block bib-label'><span class='bib-block bib-who'>Proen<span class='bibtex-protected'>ç</span>a, Hugo&nbsp;M. and Matthijs <span class='bibtex-protected'>van Leeuwen</span></span> (<span class='bib-block bib-when'>2020</span>a)</span>. <span class='bib-block bib-entry'><span class='bib-block bib-what'>Interpretable multiclass classification by <span class='bibtex-protected'>MDL</span>-based rule lists.</span>
<em>Information Sciences</em>, 512:1372–1393.
<span class='bib-block bib-lnks'><a href='https://doi.org/10.1016/j.ins.2019.10.050'>doi:10.1016/j.ins.2019.10.050</a>.</span></span>"	"@article{proenca_interpretable_2020,
    author = {Proen\c{c}a, Hugo M. and {van Leeuwen}, Matthijs},
    title = {Interpretable multiclass classification by {MDL}-based rule lists},
    volume = {512},
    doi = {10.1016/j.ins.2019.10.050},
    pages = {1372--1393},
    journal = {Information Sciences},
    year = {2020}
}"	=HYPERLINK("file:///home/egalbrun/TKTL/biblio/pdfs/ProencavL20.pdf", "pdf")
proenca_interpretable_2020-1	140	Proença and van Leeuwen (2020b)	arxiv	Hugo M. Proença and Matthijs van Leeuwen	2020	Interpretable multiclass classification by MDL-based rule lists	<a href='https://arxiv.org/abs/1905.00328'>arXiv:1905.00328</a>	4.4	tabular	binary	substructure	rules				ArXiv version of <rkey>proenca_interpretable_2020</rkey>.	p.19:4.4,p.19	"<span class='bib-block bib-label'><span class='bib-block bib-who'>Proen<span class='bibtex-protected'>ç</span>a, Hugo&nbsp;M. and Matthijs <span class='bibtex-protected'>van Leeuwen</span></span> (<span class='bib-block bib-when'>2020</span>b)</span>. <span class='bib-block bib-entry'><span class='bib-block bib-what'>Interpretable multiclass classification by <span class='bibtex-protected'>MDL</span>-based rule lists.</span>
<span class='bib-block bib-lnks'><a href='https://arxiv.org/abs/1905.00328'>arXiv:1905.00328</a>.</span></span>"	"@misc{proenca_interpretable_2020-1,
    author = {Proen\c{c}a, Hugo M. and {van Leeuwen}, Matthijs},
    title = {Interpretable multiclass classification by {MDL}-based rule lists},
    eprinttype = {arxiv},
    eprint = {1905.00328},
    year = {2020}
}"	=HYPERLINK("file:///home/egalbrun/TKTL/biblio/pdfs/ProencavL20a.pdf", "pdf")
fischer_whats_2021	53	Fischer, Oláh, and Vreeken (2021)	inproceedings	Jonas Fischer, Anna Oláh, and Jilles Vreeken	2021	What's in the box? explaining neural networks with robust rules		4.4	tabular	binary	substructure	rules				Using <alg>Grab</alg> to mine rules to help understand activation patterns in <app>neural networks</app>.	p.19:4.4,p.19	"<span class='bib-block bib-label'><span class='bib-block bib-who'>Fischer, Jonas, Anna Ol<span class='bibtex-protected'>á</span>h, and Jilles Vreeken</span> (<span class='bib-block bib-when'>2021</span>)</span>. <span class='bib-block bib-entry'><span class='bib-block bib-what'>What's in the box? explaining neural networks with robust rules.</span>
In <em>Proceedings of the 38th International Conference on Machine Learning, <span class='bibtex-protected'>ICML</span>'21</em>.</span>"	"@inproceedings{fischer_whats_2021,
    author = {Fischer, Jonas and Ol\'{a}h, Anna and Vreeken, Jilles},
    title = {What's in the Box? Explaining Neural Networks with Robust Rules},
    booktitle = {Proceedings of the 38th International Conference on Machine Learning, {ICML}'21},
    year = {2021}
}"	=HYPERLINK("file:///home/egalbrun/TKTL/biblio/pdfs/FischerOV21.pdf", "pdf")
proenca_discovering_2021	138	Proença, Grünwald, Bäck, and van Leeuwen (2021)	arxiv	Hugo M. Proença, Peter D. Grünwald, Thomas Bäck, and Matthijs van Leeuwen	2021	Discovering outstanding subgroup lists for numeric targets using MDL	<a href='https://arxiv.org/abs/2006.09186'>arXiv:2006.09186</a>	4.4	tabular	binary	substructure	rules				ArXiv version of <rkey>proenca_discovering_2020</rkey>.	p.19:4.4,p.19	"<span class='bib-block bib-label'><span class='bib-block bib-who'>Proen<span class='bibtex-protected'>ç</span>a, Hugo&nbsp;M., Peter&nbsp;D. Gr<span class='bibtex-protected'>ü</span>nwald, et al.</span> (<span class='bib-block bib-when'>2021</span>)</span>. <span class='bib-block bib-entry'><span class='bib-block bib-what'>Discovering outstanding subgroup lists for numeric targets using <span class='bibtex-protected'>MDL</span>.</span>
<span class='bib-block bib-lnks'><a href='https://arxiv.org/abs/2006.09186'>arXiv:2006.09186</a>.</span></span>"	"@misc{proenca_discovering_2021,
    author = {Proen\c{c}a, Hugo M. and Gr\'{u}nwald, Peter D. and B\'{a}ck, Thomas and {van Leeuwen}, Matthijs},
    title = {Discovering outstanding subgroup lists for numeric targets using {MDL}},
    eprinttype = {arxiv},
    eprint = {2006.09186},
    year = {2021}
}"	=HYPERLINK("file:///home/egalbrun/TKTL/biblio/pdfs/ProencaGBvL20a.pdf", "pdf")
proenca_robust_2021	136	Proença, Bäck, and van Leeuwen (2021)	arxiv	Hugo M. Proença, Thomas Bäck, and Matthijs van Leeuwen	2021	Robust subgroup discovery	<a href='https://arxiv.org/abs/2103.13686'>arXiv:2103.13686</a>	4.4	tabular	binary	substructure	rules	<alg>RSD</alg> ‘Robust Subgroup Discovery’	Beam search.	refined MDL, normalised maximum likelihood (NML) and Bayesian codes.	Extending <rkey>proenca_discovering_2020</rkey> to more complex nominal and numerical targets. <task>Subgroup discovery (SD)</task>.	p.19:4.4,p.19,p.39	"<span class='bib-block bib-label'><span class='bib-block bib-who'>Proen<span class='bibtex-protected'>ç</span>a, Hugo&nbsp;M., Thomas B<span class='bibtex-protected'>ä</span>ck, and Matthijs <span class='bibtex-protected'>van Leeuwen</span></span> (<span class='bib-block bib-when'>2021</span>)</span>. <span class='bib-block bib-entry'><span class='bib-block bib-what'>Robust subgroup discovery.</span>
<span class='bib-block bib-lnks'><a href='https://arxiv.org/abs/2103.13686'>arXiv:2103.13686</a>.</span></span>"	"@misc{proenca_robust_2021,
    author = {Proen\c{c}a, Hugo M. and B\'{a}ck, Thomas and {van Leeuwen}, Matthijs},
    title = {Robust subgroup discovery},
    eprinttype = {arxiv},
    eprint = {2103.13686},
    year = {2021}
}"	=HYPERLINK("file:///home/egalbrun/TKTL/biblio/pdfs/ProencaBvL21.pdf", "pdf")
vreeken_preserving_2007	182	Vreeken, van Leeuwen, and Siebes (2007b)	inproceedings	Jilles Vreeken, Matthijs van Leeuwen, and Arno Siebes	2007	Preserving privacy through data generation	<a href='https://doi.org/10.1109/ICDM.2007.25'>doi:10.1109/ICDM.2007.25</a>	4.5	tabular	binary	substructure	itemsets				Using <alg>Krimp</alg> for generating synthetic variants given an original transactional dataset, for <task>privacy-preserving data mining</task>.	p.20:4.5,p.20	"<span class='bib-block bib-label'><span class='bib-block bib-who'>Vreeken, Jilles, Matthijs <span class='bibtex-protected'>van Leeuwen</span>, and Arno Siebes</span> (<span class='bib-block bib-when'>2007</span>b)</span>. <span class='bib-block bib-entry'><span class='bib-block bib-what'>Preserving privacy through data generation.</span>
In <em>Proceedings of the 7th <span class='bibtex-protected'>IEEE</span> International Conference on Data Mining, <span class='bibtex-protected'>ICDM</span>'07</em>, 685–690. <span class='bibtex-protected'>IEEE</span> Computer Society.
<span class='bib-block bib-lnks'><a href='https://doi.org/10.1109/ICDM.2007.25'>doi:10.1109/ICDM.2007.25</a>.</span></span>"	"@inproceedings{vreeken_preserving_2007,
    author = {Vreeken, Jilles and {van Leeuwen}, Matthijs and Siebes, Arno},
    title = {Preserving Privacy through Data Generation},
    doi = {10.1109/ICDM.2007.25},
    pages = {685--690},
    booktitle = {Proceedings of the 7th {IEEE} International Conference on Data Mining, {ICDM}'07},
    publisher = {{IEEE} Computer Society},
    year = {2007}
}"	=HYPERLINK("file:///home/egalbrun/TKTL/biblio/pdfs/VreekenvLS07b.pdf", "pdf")
koopman_discovering_2008	90	Koopman and Siebes (2008)	inproceedings	Arne Koopman and Arno Siebes	2008	Discovering relational item sets efficiently	<a href='https://doi.org/10.1137/1.9781611972788.10'>doi:10.1137/1.9781611972788.10</a>	4.5	tabular	binary	substructure	itemsets	<alg>R-Krimp</alg>	Mines itemsets from separate tables with <alg>Krimp</alg>, then combines them.		Extending <alg>Krimp</alg> for mining itemsets from relational databases.  <task>Mining relational databases</task>.	p.20:4.5,p.20	"<span class='bib-block bib-label'><span class='bib-block bib-who'>Koopman, Arne and Arno Siebes</span> (<span class='bib-block bib-when'>2008</span>)</span>. <span class='bib-block bib-entry'><span class='bib-block bib-what'>Discovering relational item sets efficiently.</span>
In <em>Proceedings of the 2008 <span class='bibtex-protected'>SIAM</span> International Conference on Data Mining, <span class='bibtex-protected'>SDM</span>'08</em>, 108–119. <span class='bibtex-protected'>SIAM</span>.
<span class='bib-block bib-lnks'><a href='https://doi.org/10.1137/1.9781611972788.10'>doi:10.1137/1.9781611972788.10</a>.</span></span>"	"@inproceedings{koopman_discovering_2008,
    author = {Koopman, Arne and Siebes, Arno},
    title = {Discovering Relational Item Sets Efficiently},
    pages = {108--119},
    booktitle = {Proceedings of the 2008 {SIAM} International Conference on Data Mining, {SDM}'08},
    publisher = {{SIAM}},
    year = {2008},
    doi = {10.1137/1.9781611972788.10}
}"	=HYPERLINK("file:///home/egalbrun/TKTL/biblio/pdfs/KoopmanS08.pdf", "pdf")
van_leeuwen_streamkrimp_2008	173	van Leeuwen and Siebes (2008)	inproceedings	Matthijs van Leeuwen and Arno Siebes	2008	StreamKrimp: detecting change in data streams	<a href='https://doi.org/10.1007/978-3-540-87479-9_62'>doi:10.1007/978-3-540-87479-9_62</a>	4.5	tabular	binary	substructure	itemsets	<alg>Stream-Krimp</alg>			Using <alg>Krimp</alg> to detect distribution changes in a stream of itemsets. <task>Change detection</task>. 	p.20:4.5,p.20	"<span class='bib-block bib-label'><span class='bib-block bib-who'><span class='bibtex-protected'>van Leeuwen</span>, Matthijs and Arno Siebes</span> (<span class='bib-block bib-when'>2008</span>)</span>. <span class='bib-block bib-entry'><span class='bib-block bib-what'><span class='bibtex-protected'>StreamKrimp</span>: detecting change in data streams.</span>
In <em>Proceedings of the European Conference on Machine Learning and Principles and Practice of Knowledge Discovery in Databases, <span class='bibtex-protected'>ECML</span>/<span class='bibtex-protected'>PKDD</span>'08</em>, 672–687. Springer.
<span class='bib-block bib-lnks'><a href='https://doi.org/10.1007/978-3-540-87479-9_62'>doi:10.1007/978-3-540-87479-9_62</a>.</span></span>"	"@inproceedings{van_leeuwen_streamkrimp_2008,
    author = {{van Leeuwen}, Matthijs and Siebes, Arno},
    title = {{StreamKrimp}: Detecting Change in Data Streams},
    doi = {10.1007/978-3-540-87479-9_62},
    pages = {672--687},
    booktitle = {Proceedings of the European Conference on Machine Learning and Principles and Practice of Knowledge Discovery in Databases, {ECML}/{PKDD}'08},
    publisher = {Springer},
    year = {2008}
}"	=HYPERLINK("file:///home/egalbrun/TKTL/biblio/pdfs/vanLeeuwenS08.pdf", "pdf")
vreeken_filling_2008	180	Vreeken and Siebes (2008)	inproceedings	Jilles Vreeken and Arno Siebes	2008	Filling in the blanks – krimp minimisation for missing data	<a href='https://doi.org/10.1109/ICDM.2008.40'>doi:10.1109/ICDM.2008.40</a>	4.5	tabular	binary	substructure	itemsets				Using <alg>Krimp</alg> for <task>filling in missing values</task> in a transactional dataset.	p.20:4.5,p.20	"<span class='bib-block bib-label'><span class='bib-block bib-who'>Vreeken, Jilles and Arno Siebes</span> (<span class='bib-block bib-when'>2008</span>)</span>. <span class='bib-block bib-entry'><span class='bib-block bib-what'>Filling in the blanks – krimp minimisation for missing data.</span>
In <em>Proceedings of the 8th <span class='bibtex-protected'>IEEE</span> International Conference on Data Mining, <span class='bibtex-protected'>ICDM</span>'08</em>, 1067–1072. <span class='bibtex-protected'>IEEE</span> Computer Society.
<span class='bib-block bib-lnks'><a href='https://doi.org/10.1109/ICDM.2008.40'>doi:10.1109/ICDM.2008.40</a>.</span></span>"	"@inproceedings{vreeken_filling_2008,
    author = {Vreeken, Jilles and Siebes, Arno},
    title = {Filling in the Blanks -- Krimp Minimisation for Missing Data},
    doi = {10.1109/ICDM.2008.40},
    pages = {1067--1072},
    booktitle = {Proceedings of the 8th {IEEE} International Conference on Data Mining, {ICDM}'08},
    publisher = {{IEEE} Computer Society},
    year = {2008}
}"	=HYPERLINK("file:///home/egalbrun/TKTL/biblio/pdfs/VreekenS08.pdf", "pdf")
